Incident ID,Date,Site,Country,Incident Type,Severity,Shift,Response Time (min),Badge Access,CCTV Alert,Visitor,Outcome
INC00791,2025-03-07,Berlin,Germany,Visitor Policy Violation,Low,Night,8,Yes,Yes,No,Under Investigation
INC00792,2025-07-01,London,UK,Door Forced Open,High,Evening,11,Yes,Yes,No,Confirmed
INC00793,2025-10-26,London,UK,Visitor Policy Violation,Medium,Day,10,Yes,Yes,Yes,Under Investigation
INC00794,2025-05-13,Berlin,Germany,Visitor Policy Violation,Low,Night,10,Yes,Yes,Yes,Under Investigation
INC00795,2026-05-02,Singapore,Singapore,Door Forced Open,High,Day,15,Yes,Yes,No,Confirmed
INC00796,2026-02-13,Singapore,Singapore,Tailgating,Medium,Day,17,No,Yes,No,Confirmed
INC00797,2025-04-04,Sydney,Australia,CCTV False Alarm,Low,Evening,9,Yes,Yes,No,False Alarm
INC00798,2025-07-03,Dublin,Ireland,Visitor Policy Violation,Low,Day,22,No,Yes,No,Under Investigation
INC00799,2025-02-14,Austin,USA,Suspicious Package,Critical,Day,12,Yes,Yes,No,Under Investigation
INC00800,2025-05-05,Singapore,Singapore,CCTV False Alarm,Low,Night,22,N/A,Yes,Yes,False Alarm
INC00801,2025-08-01,Tokyo,Japan,Visitor Policy Violation,Medium,Day,6,Yes,Yes,No,Confirmed
INC00802,2025-09-14,Berlin,Germany,Lost Badge,Medium,Day,11,Yes,No,No,Resolved
INC00803,2025-09-06,Sydney,Australia,CCTV False Alarm,Low,Day,10,Yes,Yes,Yes,False Alarm
INC00804,2025-05-08,Bangalore,India,Suspicious Package,Critical,Day,6,Yes,Yes,Yes,Confirmed
INC00805,2025-08-10,Dublin,Ireland,Door Forced Open,Critical,Day,9,Yes,Yes,Yes,Confirmed
INC00806,2025-01-05,London,UK,Visitor Policy Violation,Medium,Day,2,Yes,Yes,Yes,Confirmed
INC00807,2025-01-29,Singapore,Singapore,Lost Badge,Low,Day,16,Yes,Yes,Yes,Under Investigation
INC00808,2025-04-21,Austin,USA,Door Forced Open,High,Day,11,No,Yes,No,Resolved
INC00809,2025-04-19,Berlin,Germany,Visitor Policy Violation,Low,Day,10,Yes,Yes,No,Confirmed
INC00810,2026-01-13,London,UK,Emergency Exit Misuse,High,Evening,14,Yes,No,No,Resolved
INC00811,2025-04-08,Sydney,Australia,Unauthorized Access,Medium,Day,2,No,Yes,No,Resolved
INC00812,2026-05-09,Tokyo,Japan,Door Forced Open,Critical,Night,3,Yes,Yes,No,Confirmed
INC00813,2025-05-08,Singapore,Singapore,CCTV Offline,Medium,Day,9,No,Yes,Yes,Confirmed
INC00814,2025-02-08,Dublin,Ireland,Lost Badge,Low,Day,19,Yes,Yes,No,Confirmed
INC00815,2025-02-10,Tokyo,Japan,Door Forced Open,Critical,Day,2,No,Yes,Yes,Confirmed
INC00816,2025-02-25,Tokyo,Japan,Badge Misuse,Medium,Day,10,No,Yes,Yes,Resolved
INC00817,2025-07-07,Singapore,Singapore,Suspicious Package,High,Evening,11,No,Yes,Yes,Resolved
INC00818,2025-07-29,Austin,USA,Lost Badge,Low,Day,12,Yes,Yes,No,Confirmed
INC00819,2025-09-12,Singapore,Singapore,Lost Badge,Medium,Day,9,N/A,Yes,No,Confirmed
INC00820,2026-03-28,Tokyo,Japan,Visitor Policy Violation,Medium,Day,18,Yes,Yes,No,Confirmed
INC00821,2025-03-27,Sydney,Australia,Tailgating,High,Day,12,Yes,Yes,No,Confirmed
INC00822,2026-05-08,Sydney,Australia,Suspicious Person,High,Day,2,Yes,Yes,No,Confirmed
INC00823,2026-01-19,Singapore,Singapore,Tailgating,Medium,Night,2,No,No,No,Confirmed
INC00824,2025-05-08,London,UK,Visitor Policy Violation,Low,Night,12,Yes,Yes,Yes,Confirmed
INC00825,2026-01-13,Dublin,Ireland,Badge Misuse,High,Evening,9,No,Yes,Yes,Confirmed
INC00826,2025-06-01,Tokyo,Japan,Emergency Exit Misuse,Medium,Evening,5,Yes,Yes,No,Confirmed
INC00827,2026-01-29,Austin,USA,Tailgating,Medium,Night,6,No,Yes,Yes,Confirmed
INC00828,2026-06-30,Berlin,Germany,Suspicious Person,High,Evening,15,No,Yes,No,Confirmed
INC00829,2025-10-03,London,UK,Unauthorized Access,High,Night,11,Yes,Yes,No,Resolved
INC00830,2026-03-04,Bangalore,India,Unauthorized Access,Medium,Night,2,Yes,Yes,No,Confirmed
INC00831,2025-07-06,Tokyo,Japan,Door Forced Open,High,Day,9,Yes,Yes,Yes,Resolved
INC00832,2025-04-22,Singapore,Singapore,Suspicious Person,High,Day,11,No,Yes,No,Confirmed
INC00833,2025-08-29,Dublin,Ireland,Unauthorized Access,High,Day,4,Yes,Yes,No,Confirmed
INC00834,2025-01-08,Bangalore,India,Unauthorized Access,Medium,Evening,13,Yes,Yes,No,Confirmed
INC00835,2025-12-11,Sydney,Australia,CCTV False Alarm,Low,Evening,4,N/A,No,No,False Alarm
INC00836,2025-12-05,Berlin,Germany,Visitor Policy Violation,Low,Night,19,No,Yes,No,Confirmed
INC00837,2025-10-14,Austin,USA,Tailgating,Medium,Night,19,Yes,Yes,No,Under Investigation
INC00838,2025-11-26,Berlin,Germany,Emergency Exit Misuse,Medium,Day,9,Yes,Yes,Yes,Resolved
INC00839,2026-05-12,Tokyo,Japan,Emergency Exit Misuse,High,Day,6,Yes,Yes,No,Under Investigation
INC00840,2025-05-27,London,UK,Visitor Policy Violation,Medium,Evening,16,No,No,No,Resolved
INC00841,2025-11-05,Bangalore,India,Door Forced Open,Critical,Night,20,N/A,Yes,No,Under Investigation
INC00842,2025-06-24,Sydney,Australia,Emergency Exit Misuse,Medium,Day,2,No,Yes,Yes,Confirmed
INC00843,2025-10-15,Bangalore,India,Door Forced Open,Critical,Night,12,Yes,No,Yes,Confirmed
INC00844,2025-03-08,Sydney,Australia,Unauthorized Access,High,Night,15,No,Yes,No,Resolved
INC00845,2025-08-17,Berlin,Germany,Emergency Exit Misuse,High,Night,11,Yes,Yes,No,Confirmed
INC00846,2025-11-17,London,UK,Suspicious Package,High,Day,16,N/A,Yes,Yes,Confirmed
INC00847,2026-01-09,Singapore,Singapore,Visitor Policy Violation,Medium,Day,15,Yes,Yes,No,Confirmed
INC00848,2025-10-31,Bangalore,India,CCTV Offline,Medium,Day,2,No,Yes,No,Resolved
INC00849,2025-11-13,Austin,USA,Emergency Exit Misuse,Medium,Evening,4,Yes,No,No,Resolved
INC00850,2026-01-21,Singapore,Singapore,CCTV False Alarm,Low,Night,11,Yes,No,Yes,False Alarm
INC00851,2025-07-03,Singapore,Singapore,Lost Badge,Low,Night,17,Yes,No,No,Confirmed
INC00852,2026-04-30,Bangalore,India,CCTV Offline,Medium,Day,5,N/A,Yes,No,Confirmed
INC00853,2026-02-08,Dublin,Ireland,Suspicious Person,Medium,Night,15,No,No,Yes,Under Investigation
INC00854,2026-03-29,Dublin,Ireland,CCTV False Alarm,Low,Evening,14,No,Yes,Yes,False Alarm
INC00855,2025-04-15,Singapore,Singapore,Lost Badge,Low,Day,5,Yes,No,No,Resolved
INC00856,2025-07-03,Bangalore,India,Unauthorized Access,High,Night,2,No,Yes,No,Confirmed
INC00857,2025-05-02,Berlin,Germany,Door Forced Open,Critical,Day,12,No,No,No,Confirmed
INC00858,2026-04-01,London,UK,CCTV False Alarm,Low,Day,17,Yes,Yes,Yes,False Alarm
INC00859,2026-05-07,Sydney,Australia,Emergency Exit Misuse,Medium,Day,10,No,Yes,No,Resolved
INC00860,2025-03-07,Berlin,Germany,Suspicious Person,Medium,Day,20,No,No,No,Confirmed
INC00861,2025-05-08,Bangalore,India,Visitor Policy Violation,Medium,Day,12,No,Yes,No,Resolved
INC00862,2025-05-06,Bangalore,India,CCTV Offline,Medium,Night,8,Yes,Yes,No,Confirmed
INC00863,2026-06-03,Dublin,Ireland,Tailgating,Medium,Night,8,Yes,No,No,Confirmed
INC00864,2026-04-01,Bangalore,India,CCTV Offline,Medium,Evening,24,Yes,Yes,No,Under Investigation
INC00865,2025-02-15,Tokyo,Japan,Suspicious Package,Critical,Evening,12,Yes,No,No,Confirmed
INC00866,2026-03-09,Singapore,Singapore,Suspicious Package,High,Day,15,Yes,Yes,No,Under Investigation
INC00867,2026-03-12,Berlin,Germany,CCTV False Alarm,Low,Night,14,Yes,Yes,No,False Alarm
INC00868,2025-06-07,Singapore,Singapore,Badge Misuse,Medium,Day,10,Yes,Yes,No,Under Investigation
INC00869,2025-04-23,Singapore,Singapore,Unauthorized Access,High,Day,9,Yes,Yes,No,Resolved
INC00870,2026-01-22,Austin,USA,Lost Badge,Medium,Day,7,N/A,Yes,No,Resolved
INC00871,2026-05-17,London,UK,Door Forced Open,Critical,Evening,15,Yes,Yes,No,Confirmed
INC00872,2026-02-03,Bangalore,India,Door Forced Open,Critical,Night,14,Yes,No,No,Confirmed
INC00873,2026-06-10,Berlin,Germany,CCTV False Alarm,Low,Day,10,Yes,Yes,No,False Alarm
INC00874,2025-07-07,Tokyo,Japan,Lost Badge,Medium,Night,4,Yes,Yes,No,Confirmed
INC00875,2025-03-31,Berlin,Germany,CCTV Offline,Medium,Day,16,Yes,Yes,Yes,Resolved
INC00876,2025-10-20,London,UK,Door Forced Open,High,Day,10,Yes,Yes,No,Under Investigation
INC00877,2026-06-12,Berlin,Germany,Emergency Exit Misuse,Medium,Evening,9,Yes,Yes,Yes,Confirmed
INC00878,2026-06-25,Bangalore,India,Visitor Policy Violation,Medium,Day,5,No,Yes,No,Confirmed
INC00879,2025-05-17,Singapore,Singapore,Door Forced Open,High,Day,2,Yes,Yes,No,Confirmed
INC00880,2026-05-10,Singapore,Singapore,CCTV Offline,Medium,Day,10,Yes,Yes,No,Confirmed
INC00881,2026-05-15,Singapore,Singapore,Suspicious Person,Medium,Night,12,Yes,Yes,Yes,Confirmed
INC00882,2026-03-18,Austin,USA,Visitor Policy Violation,Medium,Day,12,Yes,Yes,No,Confirmed
INC00883,2025-09-14,London,UK,CCTV False Alarm,Low,Day,12,Yes,Yes,Yes,False Alarm
INC00884,2026-03-26,Dublin,Ireland,Unauthorized Access,High,Evening,16,Yes,Yes,No,Confirmed
INC00885,2025-05-17,Singapore,Singapore,Unauthorized Access,Medium,Day,5,No,Yes,Yes,Confirmed
INC00886,2026-05-23,Dublin,Ireland,Unauthorized Access,High,Evening,17,No,Yes,No,Resolved
INC00887,2025-04-21,Berlin,Germany,CCTV Offline,Medium,Day,12,Yes,Yes,No,Confirmed
INC00888,2025-10-24,Tokyo,Japan,Visitor Policy Violation,Low,Day,9,Yes,Yes,No,Resolved
INC00889,2025-09-27,Austin,USA,Lost Badge,Medium,Night,15,No,Yes,No,Resolved
INC00890,2025-05-16,Austin,USA,Lost Badge,Low,Day,11,Yes,Yes,Yes,Confirmed
INC00891,2025-02-22,Bangalore,India,Suspicious Package,Critical,Day,7,No,No,Yes,Confirmed
INC00892,2025-11-08,Bangalore,India,CCTV Offline,Medium,Evening,16,Yes,Yes,No,Resolved
INC00893,2025-01-01,Singapore,Singapore,Badge Misuse,Medium,Day,19,Yes,Yes,No,Confirmed
INC00894,2025-11-08,Austin,USA,Suspicious Person,High,Day,14,Yes,Yes,No,Resolved
INC00895,2026-01-06,Austin,USA,Badge Misuse,High,Night,11,No,Yes,No,Confirmed
INC00896,2025-05-04,London,UK,Unauthorized Access,Medium,Evening,5,Yes,No,No,Resolved
INC00897,2025-12-18,Singapore,Singapore,CCTV False Alarm,Low,Day,10,No,Yes,Yes,False Alarm
INC00898,2025-09-16,Austin,USA,Lost Badge,Medium,Evening,17,No,Yes,No,Confirmed
INC00899,2025-05-01,Tokyo,Japan,Badge Misuse,High,Evening,13,Yes,No,No,Confirmed
INC00900,2025-03-04,Dublin,Ireland,Door Forced Open,Critical,Day,11,No,Yes,No,Confirmed
INC00901,2026-01-29,London,UK,Door Forced Open,Critical,Night,7,No,Yes,Yes,Confirmed
INC00902,2026-06-22,Bangalore,India,CCTV Offline,Medium,Evening,10,Yes,No,No,Confirmed
INC00903,2025-09-01,London,UK,Door Forced Open,High,Day,10,No,Yes,Yes,Under Investigation
INC00904,2025-08-04,Bangalore,India,Emergency Exit Misuse,Medium,Night,18,Yes,Yes,No,Resolved
INC00905,2025-09-28,Tokyo,Japan,Badge Misuse,Medium,Night,11,No,Yes,Yes,Resolved
INC00906,2025-01-17,Tokyo,Japan,Lost Badge,Medium,Day,6,Yes,No,No,Resolved
INC00907,2025-07-31,London,UK,Visitor Policy Violation,Medium,Night,13,Yes,Yes,No,Resolved
INC00908,2026-03-21,Austin,USA,CCTV False Alarm,Low,Night,8,Yes,No,Yes,False Alarm
INC00909,2025-06-30,Austin,USA,CCTV False Alarm,Low,Night,14,No,Yes,Yes,False Alarm
INC00910,2025-07-12,Austin,USA,Door Forced Open,Critical,Evening,17,Yes,Yes,Yes,Under Investigation
INC00911,2025-01-13,Berlin,Germany,Unauthorized Access,Medium,Night,8,Yes,No,No,Resolved
INC00912,2025-10-02,Bangalore,India,Door Forced Open,High,Night,9,Yes,Yes,Yes,Under Investigation
INC00913,2025-03-29,London,UK,CCTV Offline,Medium,Night,13,Yes,Yes,Yes,Confirmed
INC00914,2025-10-01,Austin,USA,Lost Badge,Low,Evening,17,No,Yes,No,Confirmed
INC00915,2025-08-18,Dublin,Ireland,Unauthorized Access,High,Day,17,Yes,Yes,Yes,Under Investigation
INC00916,2025-04-23,Berlin,Germany,Emergency Exit Misuse,Medium,Evening,12,Yes,No,No,Confirmed
INC00917,2025-03-28,Tokyo,Japan,Unauthorized Access,High,Night,17,Yes,Yes,No,Resolved
INC00918,2025-10-21,Austin,USA,Emergency Exit Misuse,High,Evening,7,Yes,Yes,No,Resolved
INC00919,2025-06-02,Dublin,Ireland,Unauthorized Access,Medium,Night,12,Yes,Yes,No,Under Investigation
INC00920,2025-10-13,London,UK,Unauthorized Access,High,Night,9,Yes,Yes,Yes,Resolved
INC00921,2026-02-28,Tokyo,Japan,Badge Misuse,High,Day,6,Yes,No,No,Confirmed
INC00922,2025-08-24,Sydney,Australia,CCTV Offline,Medium,Evening,7,Yes,Yes,No,Confirmed
INC00923,2025-07-28,Singapore,Singapore,Unauthorized Access,Medium,Day,12,Yes,No,No,Confirmed
INC00924,2025-05-28,Tokyo,Japan,Badge Misuse,Medium,Day,11,No,Yes,No,Confirmed
INC00925,2025-05-01,Singapore,Singapore,Lost Badge,Low,Night,19,Yes,Yes,No,Confirmed
INC00926,2025-06-11,London,UK,Emergency Exit Misuse,Medium,Evening,10,Yes,Yes,Yes,Confirmed
INC00927,2025-05-24,Berlin,Germany,Door Forced Open,High,Evening,11,Yes,Yes,No,Resolved
INC00928,2025-02-02,Bangalore,India,Suspicious Person,Medium,Day,4,No,Yes,Yes,Confirmed
INC00929,2025-09-22,Berlin,Germany,Emergency Exit Misuse,High,Evening,17,No,Yes,Yes,Under Investigation
INC00930,2025-02-27,Berlin,Germany,Door Forced Open,High,Day,9,Yes,Yes,No,Confirmed
INC00931,2026-02-19,London,UK,CCTV False Alarm,Low,Day,13,No,Yes,Yes,False Alarm
INC00932,2025-12-10,London,UK,Unauthorized Access,Medium,Day,9,Yes,Yes,No,Confirmed
INC00933,2025-02-03,Bangalore,India,Suspicious Person,Medium,Evening,12,Yes,Yes,No,Confirmed
INC00934,2025-01-09,Bangalore,India,Badge Misuse,Medium,Night,14,N/A,Yes,No,Confirmed
INC00935,2025-04-10,Tokyo,Japan,Visitor Policy Violation,Medium,Night,6,Yes,Yes,No,Confirmed
INC00936,2025-06-05,Berlin,Germany,CCTV False Alarm,Low,Day,21,No,Yes,No,False Alarm
INC00937,2025-06-14,Singapore,Singapore,Lost Badge,Low,Night,17,N/A,Yes,No,Resolved
INC00938,2026-03-18,Sydney,Australia,Door Forced Open,Critical,Day,11,Yes,Yes,No,Confirmed
INC00939,2025-01-16,London,UK,Door Forced Open,Critical,Day,18,Yes,No,No,Confirmed
INC00940,2025-10-30,London,UK,CCTV False Alarm,Low,Day,19,Yes,Yes,No,False Alarm
INC00941,2026-04-17,London,UK,Unauthorized Access,Medium,Night,11,Yes,No,No,Confirmed
INC00942,2025-10-21,London,UK,Suspicious Package,High,Day,17,Yes,No,No,Confirmed
INC00943,2026-02-28,Tokyo,Japan,CCTV Offline,Medium,Day,8,No,Yes,No,Resolved
INC00944,2025-04-18,Singapore,Singapore,CCTV Offline,Medium,Day,11,Yes,Yes,No,Confirmed
INC00945,2026-04-25,Berlin,Germany,CCTV False Alarm,Low,Day,5,Yes,Yes,No,False Alarm
INC00946,2025-03-08,Berlin,Germany,Visitor Policy Violation,Low,Day,3,Yes,No,No,Resolved
INC00947,2025-06-09,Sydney,Australia,Unauthorized Access,High,Evening,14,Yes,Yes,No,Resolved
INC00948,2025-08-07,Bangalore,India,Badge Misuse,High,Night,11,Yes,No,No,Resolved
INC00949,2025-03-12,Dublin,Ireland,Suspicious Person,Medium,Day,11,No,Yes,No,Confirmed
INC00950,2026-03-15,Dublin,Ireland,Door Forced Open,High,Day,14,Yes,Yes,Yes,Confirmed
INC00951,2025-06-14,Berlin,Germany,CCTV False Alarm,Low,Evening,17,No,Yes,No,False Alarm
INC00952,2025-11-21,Singapore,Singapore,Unauthorized Access,Medium,Day,10,Yes,No,No,Confirmed
INC00953,2025-01-04,Tokyo,Japan,Unauthorized Access,High,Day,23,No,Yes,No,Confirmed
INC00954,2025-06-20,Bangalore,India,Lost Badge,Low,Day,11,No,Yes,Yes,Confirmed
INC00955,2025-11-11,Bangalore,India,Badge Misuse,High,Day,2,No,Yes,No,Confirmed
INC00956,2025-12-10,Tokyo,Japan,CCTV Offline,Medium,Evening,11,Yes,Yes,No,Confirmed
INC00957,2026-03-24,Austin,USA,CCTV Offline,Medium,Day,6,No,No,Yes,Confirmed
INC00958,2026-02-26,London,UK,Unauthorized Access,Medium,Evening,6,Yes,Yes,No,Confirmed
INC00959,2026-03-07,Sydney,Australia,CCTV Offline,Medium,Evening,14,Yes,Yes,No,Under Investigation
INC00960,2026-02-10,Tokyo,Japan,CCTV False Alarm,Low,Night,20,Yes,Yes,Yes,False Alarm
INC00961,2026-03-01,Dublin,Ireland,Suspicious Person,High,Day,11,No,Yes,Yes,Resolved
INC00962,2026-03-17,Tokyo,Japan,Badge Misuse,Medium,Night,11,Yes,No,Yes,Resolved
INC00963,2026-02-04,Bangalore,India,Suspicious Package,High,Day,15,No,Yes,No,Confirmed
INC00964,2026-02-06,Austin,USA,CCTV Offline,Medium,Evening,11,No,Yes,No,Confirmed
INC00965,2026-03-24,Tokyo,Japan,Lost Badge,Low,Day,20,Yes,Yes,No,Under Investigation
INC00966,2026-01-02,Berlin,Germany,Tailgating,Medium,Night,12,Yes,Yes,Yes,Confirmed
INC00967,2025-10-09,Singapore,Singapore,Visitor Policy Violation,Medium,Evening,14,Yes,No,No,Confirmed
INC00968,2025-07-04,London,UK,Unauthorized Access,Medium,Day,13,Yes,Yes,No,Resolved
INC00969,2026-02-28,Berlin,Germany,Unauthorized Access,High,Night,23,Yes,Yes,No,Confirmed
INC00970,2025-07-02,Sydney,Australia,Door Forced Open,High,Day,17,No,Yes,No,Confirmed
INC00971,2025-01-06,Tokyo,Japan,Badge Misuse,High,Night,16,No,Yes,Yes,Confirmed
INC00972,2025-08-11,Austin,USA,Lost Badge,Medium,Day,18,Yes,Yes,Yes,Resolved
INC00973,2025-04-05,Austin,USA,Suspicious Person,High,Evening,8,Yes,Yes,No,Confirmed
INC00974,2025-10-15,Berlin,Germany,Lost Badge,Medium,Day,17,N/A,Yes,No,Confirmed
INC00975,2026-04-02,Austin,USA,Lost Badge,Medium,Day,4,No,Yes,No,Confirmed
INC00976,2025-02-04,Tokyo,Japan,Badge Misuse,Medium,Day,15,N/A,Yes,No,Resolved
INC00977,2025-11-27,Tokyo,Japan,Visitor Policy Violation,Low,Day,9,Yes,Yes,No,Confirmed
INC00978,2025-01-12,Tokyo,Japan,Unauthorized Access,Medium,Day,13,No,Yes,No,Confirmed
INC00979,2025-08-06,Singapore,Singapore,CCTV Offline,Medium,Day,9,Yes,Yes,No,Under Investigation
INC00980,2026-03-22,London,UK,Suspicious Package,High,Evening,11,Yes,Yes,Yes,Resolved
INC00981,2025-05-08,Sydney,Australia,Tailgating,High,Day,5,Yes,Yes,Yes,Confirmed
INC00982,2026-02-17,Bangalore,India,CCTV False Alarm,Low,Day,13,Yes,Yes,No,False Alarm
INC00983,2025-04-08,Tokyo,Japan,Emergency Exit Misuse,Medium,Day,14,Yes,Yes,No,Confirmed
INC00984,2026-04-11,Tokyo,Japan,CCTV False Alarm,Low,Day,7,Yes,Yes,No,False Alarm
INC00985,2025-02-18,Tokyo,Japan,Suspicious Package,Critical,Day,13,N/A,No,No,Confirmed
INC00986,2025-01-06,London,UK,Lost Badge,Medium,Night,9,No,No,No,Resolved
INC00987,2025-12-04,London,UK,Tailgating,High,Day,8,Yes,Yes,No,Confirmed
INC00988,2026-02-28,London,UK,Door Forced Open,Critical,Night,3,No,Yes,No,Confirmed
INC00989,2025-11-26,Sydney,Australia,Emergency Exit Misuse,High,Night,12,Yes,Yes,No,Confirmed
INC00990,2025-03-18,Singapore,Singapore,Emergency Exit Misuse,Medium,Evening,6,N/A,Yes,Yes,Confirmed
INC00991,2025-08-02,Berlin,Germany,Lost Badge,Medium,Day,15,Yes,Yes,No,Resolved
INC00992,2025-08-13,Austin,USA,CCTV Offline,Medium,Night,4,No,Yes,No,Resolved
INC00993,2026-03-10,Singapore,Singapore,Visitor Policy Violation,Low,Day,14,No,Yes,Yes,Under Investigation
INC00994,2025-07-11,London,UK,Lost Badge,Low,Night,15,Yes,Yes,No,Confirmed
INC00995,2025-08-06,London,UK,CCTV Offline,Medium,Day,15,Yes,Yes,No,Confirmed
INC00996,2026-02-17,Berlin,Germany,Visitor Policy Violation,Low,Day,16,Yes,Yes,No,Confirmed
INC00997,2025-04-24,London,UK,Emergency Exit Misuse,Medium,Evening,12,Yes,Yes,Yes,Confirmed
INC00998,2025-04-14,Singapore,Singapore,Suspicious Package,High,Day,13,Yes,No,No,Confirmed
INC00999,2025-10-22,Austin,USA,Lost Badge,Medium,Evening,11,Yes,Yes,No,Confirmed
INC01000,2025-06-20,Singapore,Singapore,Door Forced Open,Critical,Evening,9,Yes,No,Yes,Confirmed
INC01001,2025-09-28,Sydney,Australia,Visitor Policy Violation,Medium,Day,14,No,Yes,No,Confirmed
INC01002,2025-02-16,Bangalore,India,CCTV False Alarm,Low,Evening,9,No,Yes,No,False Alarm
INC01003,2025-04-07,Singapore,Singapore,CCTV Offline,Medium,Night,19,Yes,Yes,No,Confirmed
INC01004,2025-12-28,Sydney,Australia,Suspicious Person,High,Evening,17,Yes,Yes,No,Resolved
INC01005,2025-01-22,Sydney,Australia,Unauthorized Access,High,Evening,15,Yes,No,No,Confirmed
INC01006,2025-07-18,Berlin,Germany,Badge Misuse,Medium,Night,16,No,Yes,Yes,Confirmed
INC01007,2025-12-24,Sydney,Australia,CCTV Offline,Medium,Day,15,Yes,No,No,Confirmed
INC01008,2026-04-11,Tokyo,Japan,Suspicious Package,Critical,Day,8,Yes,Yes,No,Confirmed
INC01009,2025-06-03,Bangalore,India,CCTV False Alarm,Low,Evening,7,Yes,Yes,No,False Alarm
INC01010,2025-08-11,London,UK,Suspicious Person,Medium,Evening,11,Yes,Yes,Yes,Confirmed
INC01011,2025-05-22,Berlin,Germany,Badge Misuse,Medium,Day,9,No,Yes,No,Confirmed
INC01012,2025-07-21,London,UK,Suspicious Person,Medium,Night,15,Yes,No,No,Confirmed
INC01013,2025-04-11,Tokyo,Japan,Lost Badge,Medium,Day,20,Yes,Yes,No,Under Investigation
INC01014,2026-03-03,Austin,USA,Emergency Exit Misuse,Medium,Day,4,Yes,Yes,Yes,Confirmed
INC01015,2026-03-24,Sydney,Australia,CCTV Offline,Medium,Day,17,No,Yes,No,Confirmed
INC01016,2026-02-25,Tokyo,Japan,Visitor Policy Violation,Medium,Day,15,Yes,No,Yes,Resolved
INC01017,2026-06-09,London,UK,Door Forced Open,Critical,Night,7,No,No,Yes,Confirmed
INC01018,2026-06-15,Austin,USA,Visitor Policy Violation,Low,Evening,16,Yes,Yes,Yes,Resolved
INC01019,2026-05-09,London,UK,Badge Misuse,Medium,Night,8,Yes,Yes,No,Resolved
INC01020,2026-05-23,Singapore,Singapore,CCTV Offline,Medium,Evening,2,Yes,No,No,Confirmed
INC01021,2025-07-25,Dublin,Ireland,Tailgating,High,Evening,12,No,Yes,Yes,Confirmed
INC01022,2025-05-05,Sydney,Australia,Tailgating,High,Day,12,Yes,Yes,Yes,Confirmed
INC01023,2025-05-07,Dublin,Ireland,Suspicious Package,High,Night,5,Yes,No,No,Confirmed
INC01024,2025-04-13,Singapore,Singapore,CCTV False Alarm,Low,Day,14,N/A,Yes,No,False Alarm
INC01025,2026-03-12,Berlin,Germany,Visitor Policy Violation,Low,Evening,14,Yes,Yes,No,Confirmed
INC01026,2026-04-25,Sydney,Australia,Tailgating,High,Night,15,No,Yes,Yes,Confirmed
INC01027,2025-06-28,Singapore,Singapore,Badge Misuse,High,Evening,9,No,Yes,No,Resolved
INC01028,2025-03-11,Dublin,Ireland,Emergency Exit Misuse,High,Night,8,No,Yes,No,Confirmed
INC01029,2025-11-28,Austin,USA,Suspicious Package,High,Day,6,Yes,No,Yes,Confirmed
INC01030,2026-05-27,Austin,USA,Lost Badge,Low,Evening,8,No,Yes,No,Under Investigation
INC01031,2026-01-29,Singapore,Singapore,Unauthorized Access,Medium,Night,12,Yes,Yes,Yes,Resolved
INC01032,2025-01-31,London,UK,CCTV False Alarm,Low,Evening,6,No,Yes,No,False Alarm
INC01033,2026-05-18,Berlin,Germany,Door Forced Open,High,Day,8,Yes,Yes,No,Resolved
INC01034,2025-04-09,Singapore,Singapore,Unauthorized Access,Medium,Evening,13,Yes,No,No,Confirmed
INC01035,2026-06-25,Berlin,Germany,Suspicious Package,Critical,Day,2,Yes,Yes,No,Confirmed
INC01036,2026-01-21,Austin,USA,Unauthorized Access,High,Day,12,No,Yes,Yes,Confirmed
INC01037,2025-12-05,London,UK,Unauthorized Access,High,Day,21,Yes,No,No,Confirmed
INC01038,2025-09-05,Austin,USA,Suspicious Person,Medium,Evening,13,No,No,No,Confirmed
INC01039,2025-09-27,Bangalore,India,CCTV Offline,Medium,Evening,11,Yes,Yes,No,Confirmed
INC01040,2025-03-05,Singapore,Singapore,CCTV Offline,Medium,Night,10,Yes,Yes,No,Under Investigation
INC01041,2025-03-24,Bangalore,India,Badge Misuse,Medium,Night,16,Yes,Yes,Yes,Confirmed
INC01042,2025-11-07,Singapore,Singapore,Emergency Exit Misuse,High,Day,8,No,No,Yes,Under Investigation
INC01043,2025-01-19,Bangalore,India,Lost Badge,Medium,Evening,10,No,Yes,No,Confirmed
INC01044,2026-01-12,Austin,USA,Unauthorized Access,High,Day,11,Yes,Yes,No,Confirmed
INC01045,2025-02-16,London,UK,Suspicious Package,Critical,Day,12,No,No,Yes,Confirmed
INC01046,2025-09-08,Austin,USA,Suspicious Person,Medium,Day,11,N/A,Yes,No,Resolved
INC01047,2025-07-30,London,UK,Unauthorized Access,High,Night,3,Yes,No,Yes,Resolved
INC01048,2025-09-08,Tokyo,Japan,CCTV Offline,Medium,Night,12,Yes,Yes,No,Confirmed
INC01049,2026-05-13,Bangalore,India,Badge Misuse,High,Night,11,Yes,No,Yes,Resolved
INC01050,2025-05-26,Singapore,Singapore,Unauthorized Access,High,Night,15,Yes,Yes,No,Resolved
INC01051,2025-10-04,London,UK,Tailgating,High,Night,11,No,Yes,No,Resolved
INC01052,2025-02-15,Sydney,Australia,Tailgating,High,Day,16,Yes,Yes,No,Confirmed
INC01053,2025-12-11,Dublin,Ireland,Tailgating,High,Night,21,No,Yes,No,Confirmed
